UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF
874,L48053,1,-2.052302183191022,-2.430179371039545,1.9702894488213536,-1.8344814920373074,-0.5648146991909357,0,0,0,0,0,0
875,L48054,1,-2.052302183191022,-2.430179371039545,0.20205758434001708,-1.1523282936099244,-0.5333933368259982,0,0,0,0,0,0
876,M15735,2,-2.1022982168186433,-2.4975802566450738,-0.5286628391522703,0.5530547024585329,-0.5019719744610606,0,0,0,0,0,0
877,L48056,1,-2.1522942504462925,-2.4975802566450738,2.0985838743199996,-1.764259839258018,-0.45483993091365416,0,0,0,0,0,0
878,M15737,2,-2.202290284073914,-2.564981142250641,0.2522597508394872,-0.640713394789387,-0.42341856854871657,0,0,0,0,0,0
879,M15738,2,-2.1522942504462925,-2.4975802566450738,0.8156396193335408,-0.5103017539135641,-0.37628652500131016,0,0,0,0,0,0
880,L48059,1,-2.1022982168186433,-2.4975802566450738,-1.1255108186459706,1.4659361885892956,-0.32915448145390375,0,0,0,0,0,0
881,M15740,2,-2.1022982168186433,-2.4975802566450738,-1.6944687056399654,3.632775760064512,-0.29773311908896616,1,0,0,1,0,0
882,L48061,1,-2.1522942504462925,-2.564981142250641,-0.4171024691534478,0.6232763552378227,-0.25060107554155975,0,0,0,0,0,0
883,M15742,2,-2.1522942504462925,-2.564981142250641,1.1168526183303615,-1.4131515753615709,-0.21917971317662216,0,0,0,0,0,0
884,L48063,1,-2.1522942504462925,-2.4975802566450738,-0.2720739881549785,-0.570491742010098,-0.17204766962921575,0,0,0,0,0,0
885,L48064,1,-2.1022982168186433,-2.430179371039545,-1.0195284671470892,0.8038463195274238,-0.14062630726427813,0,0,0,0,0,0
886,L48065,1,-2.1522942504462925,-2.564981142250641,-0.7908297086495032,1.205112906837649,-0.10920494489934053,0,0,0,0,0,0
887,L48066,1,-2.1522942504462925,-2.564981142250641,-0.45057058015309454,0.06150313300350718,-0.07778358253440293,0,0,0,0,0,0
888,H30301,0,-2.1522942504462925,-2.564981142250641,3.4707764253055164,-2.3561280555406,-0.046362220169465326,0,0,0,0,0,0
889,M15748,2,-2.202290284073914,-2.6323820278561696,0.6259869903355426,-1.1924549523409467,0.03219118574287868,0,0,0,0,0,0
890,L48069,1,-2.202290284073914,-2.6323820278561696,-0.8354538566490322,0.6232763552378227,0.07932322929028508,0,0,0,0,0,0
891,L48070,1,-2.202290284073914,-2.6997829134617364,-0.9414362081479135,1.2452395655686714,0.11074459165522269,0,0,0,0,0,0
892,L48071,1,-2.1522942504462925,-2.6323820278561696,-0.7294715051501508,0.793814654844668,0.1421659540201603,0,0,0,0,0,0
893,L48072,1,-2.1522942504462925,-2.6323820278561696,-1.092042707646324,1.445872859223784,0.1735873163850979,0,0,0,0,0,0
894,M15753,2,-2.1522942504462925,-2.564981142250641,-0.6458012276510339,0.252104761975864,0.2050086787500355,0,0,0,0,0,0
895,L48074,1,-2.202290284073914,-2.564981142250641,-0.6290671721512106,0.8640363076239577,0.2521407222974419,0,0,0,0,0,0
896,M15755,2,-2.202290284073914,-2.564981142250641,-0.5788650056517404,1.1649862481066267,0.2835620846623795,0,0,0,0,0,0
897,L48076,1,-2.2522863177015635,-2.6323820278561696,0.19090154734013484,-0.49023842454805255,0.3306941282097859,0,0,0,0,0,0
898,L48077,1,-2.202290284073914,-2.564981142250641,0.4084442688378387,-0.8814733471755224,0.36211549057472353,0,0,0,0,0,0
899,L48078,1,-2.202290284073914,-2.564981142250641,-0.5175068021523881,0.9944479484997806,0.3935368529396611,0,0,0,0,0,0
900,H30313,0,-2.202290284073914,-2.564981142250641,-1.1701349666454997,1.5361578413685846,0.4249582153045987,0,0,0,0,0,0
901,L48080,1,-2.202290284073914,-2.564981142250641,0.16858947334037033,-0.49023842454805255,0.5035116212169427,0,0,0,0,0,0
902,H30315,0,-2.202290284073914,-2.6323820278561696,-1.5773303171412019,2.2383743691614786,0.5349329835818804,0,0,0,0,0,0
903,L48082,1,-2.202290284073914,-2.6323820278561696,-0.8689219676486789,0.8740679723067134,0.6134863894942243,0,0,0,0,0,0
904,L48083,1,-2.1522942504462925,-2.564981142250641,4.078780441799099,-2.546729684512957,0.6449077518591619,1,0,0,1,0,0
905,H30318,0,-2.1522942504462925,-2.564981142250641,-0.45057058015309454,0.9844162838170248,0.6763291142240996,0,0,0,0,0,0
906,L48085,1,-2.202290284073914,-2.6323820278561696,-0.36132228415403655,0.12169312110004112,0.7548825201364435,0,0,0,0,0,0
907,M15766,2,-2.202290284073914,-2.6323820278561696,-0.42825850615333005,0.9242262957204916,0.7863038825013812,0,0,0,0,0,0
908,M15767,2,-2.202290284073914,-2.6323820278561696,0.7263913233344829,-1.1021699701961463,0.8334359260487876,0,0,0,0,0,0
909,M15768,2,-2.2522863177015635,-2.6323820278561696,1.579828153825475,-1.5736582102856609,0.880567969596194,0,0,0,0,0,0
910,L48089,1,-2.2522863177015635,-2.6997829134617364,-0.4617266171529768,-0.07894017255507152,0.9277000131436004,0,0,0,0,0,0
911,L48090,1,-2.2522863177015635,-2.6997829134617364,0.040295047841724455,-0.40998510708600777,0.9591213755085379,0,0,0,0,0,0
912,M15771,2,-2.202290284073914,-2.6323820278561696,-0.2720739881549785,0.2721680913413756,0.9905427378734756,0,0,0,0,0,0
913,L48092,1,-2.202290284073914,-2.6997829134617364,0.16858947334037033,0.04143980363799563,1.037674781420882,0,0,0,0,0,0
914,L48093,1,-2.2522863177015635,-2.6997829134617364,0.4586464353373088,-1.0520116467823681,1.0690961437858195,0,0,0,0,0,0
915,M15774,2,-2.302282351329213,-2.7671837990673036,-0.11588947015662704,0.06150313300350718,1.1005175061507573,0,0,0,0,0,0
916,M15775,2,-2.302282351329213,-2.834584684672832,-0.07126532215709803,-0.17925681938262783,1.1476495496981636,0,0,0,0,0,0
917,M15776,2,-2.352278384956834,-2.834584684672832,0.28014984333919285,-0.37989011303774045,1.19478159324557,0,0,0,0,0,0
918,L48097,1,-2.352278384956834,-2.901985570278399,-0.3557442656540954,1.1047962600100927,1.2419136367929764,0,0,0,0,0,0
919,M15778,2,-2.352278384956834,-2.901985570278399,-0.36690030265397766,-0.14916182533436123,1.273334999157914,0,0,0,0,0,0
920,L48099,1,-2.302282351329213,-2.834584684672832,-0.7350495236500919,1.074701265961826,1.3204670427053204,0,0,0,0,0,0
921,M15780,2,-2.2522863177015635,-2.7671837990673036,-0.11588947015662704,0.4126113968999543,1.351888405070258,0,0,0,0,0,0
922,H30335,0,-2.2522863177015635,-2.7671837990673036,0.30246191733895733,-0.27957346621018414,1.3990204486176645,0,0,0,0,0,0
923,M15782,2,-2.2522863177015635,-2.7671837990673036,-0.8856560231485022,1.2452395655686714,1.4775738545300083,0,0,0,0,0,0
924,M15783,2,-2.2522863177015635,-2.6997829134617364,-0.6458012276510339,0.5329913730930215,1.5247058980774149,0,0,0,0,0,0
925,L48104,1,-2.2522863177015635,-2.6997829134617364,1.4571117468267702,-1.2426132757547248,1.5718379416248212,0,0,0,0,0,0
926,H30339,0,-2.202290284073914,-2.6323820278561696,0.4698024723371911,-0.9115683412237894,1.603259303989759,0,0,0,0,0,0
927,L48106,1,-2.202290284073914,-2.6323820278561696,-0.9302801711480313,1.566252835416852,1.6818127099021027,1,0,0,0,1,0
928,H30341,0,-2.202290284073914,-2.6997829134617364,-0.7964077271494443,1.2452395655686714,-1.6959837443286896,0,0,0,0,0,0
929,L48108,1,-2.202290284073914,-2.6997829134617364,2.288236503317998,-1.8144181626717961,-1.6174303384163455,0,0,0,0,0,0
930,L48109,1,-2.202290284073914,-2.6997829134617364,-0.6681133016507984,1.1148279246928485,-1.5860089760514078,0,0,0,0,0,0
931,M15790,2,-2.2522863177015635,-2.7671837990673036,-0.4784606726528002,0.7336246667481341,-1.5545876136864702,0,0,0,0,0,0
932,L48111,1,-2.2522863177015635,-2.7671837990673036,0.017982973841959956,-0.37989011303774045,-1.507455570139064,0,0,0,0,0,0
933,L48112,1,-2.202290284073914,-2.6997829134617364,-0.9804823376475014,1.0044796131825364,-1.4760342077741262,0,0,0,0,0,0
934,L48113,1,-2.2522863177015635,-2.6997829134617364,0.3247739913387218,-0.27957346621018414,-1.4446128454091887,0,0,0,0,0,0
935,M15794,2,-2.2522863177015635,-2.6997829134617364,-1.186869022145323,1.0847329306445812,-1.4131914830442511,0,0,0,0,0,0
936,M15795,2,-2.2522863177015635,-2.6997829134617364,0.5702068053361313,-0.33976345430671806,-1.3660594394968446,0,0,0,0,0,0
937,M15796,2,-2.202290284073914,-2.6323820278561696,-0.6736913201507395,0.6232763552378227,-1.3189273959494383,0,0,0,0,0,0
938,L48117,1,-2.202290284073914,-2.564981142250641,-1.5382841876416138,2.1882160457477005,-1.2717953524020318,0,0,0,0,0,0
939,L48118,1,-2.202290284073914,-2.564981142250641,1.585406172325416,-1.4231832400443263,-1.2403739900370943,0,0,0,0,0,0
940,L48119,1,-2.2522863177015635,-2.6323820278561696,-0.2832300251548608,0.07153479768626296,-1.2089526276721567,0,0,0,0,0,0
941,L48120,1,-2.202290284073914,-2.564981142250641,-0.5342408576522114,0.8941313016722243,-1.177531265307219,0,0,0,0,0,0
942,L48121,1,-2.202290284073914,-2.564981142250641,0.6204089718356014,-1.1824232876581913,-1.1461099029422814,0,0,0,0,0,0
943,M15802,2,-2.1522942504462925,-2.4975802566450738,-0.42825850615333005,0.4326747262654651,-1.114688540577344,0,0,0,0,0,0
944,M15803,2,-2.202290284073914,-2.564981142250641,-0.3445882286542132,0.5028963790447548,-1.0675564970299374,0,0,0,0,0,0
945,M15804,2,-2.1522942504462925,-2.4975802566450738,0.9662461188319512,-1.1523282936099244,-1.020424453482531,0,0,0,0,0,0
946,M15805,2,-2.1522942504462925,-2.4975802566450738,-1.0697306336465593,1.0446062719135587,-0.9732924099351247,0,0,0,0,0,0
947,L48126,1,-2.202290284073914,-2.564981142250641,-1.4044117436430268,1.4859995179548064,-0.9261603663877183,0,0,0,0,0,0
948,L48127,1,-2.202290284073914,-2.564981142250641,-0.6179111351513282,0.45273805563097663,-0.8947390040227806,0,0,0,0,0,0
949,M15808,2,-2.202290284073914,-2.4975802566450738,-0.6290671721512106,0.5530547024585329,-0.863317641657843,0,0,0,0,0,0
950,L48129,1,-2.202290284073914,-2.4975802566450738,0.5423167128364257,-0.7309983769341876,-0.8161855981104366,0,0,0,0,0,0
951,L48130,1,-2.202290284073914,-2.564981142250641,-0.6402232091510928,0.252104761975864,-0.784764235745499,0,0,0,0,0,0
952,H30365,0,-2.202290284073914,-2.4975802566450738,-0.16609163665609716,-0.42001677176876356,-0.7533428733805614,0,0,0,0,0,0
953,L48132,1,-2.2522863177015635,-2.564981142250641,-0.5063507651525058,0.8941313016722243,-0.6747894674682174,0,0,0,0,0,0
954,L48133,1,-2.2522863177015635,-2.6323820278561696,0.6204089718356014,-0.7209667122514325,-0.6433681051032798,0,0,0,0,0,0
955,H30368,0,-2.202290284073914,-2.564981142250641,-0.696003394150504,0.252104761975864,-0.6119467427383422,0,0,0,0,0,0
956,L48135,1,-2.202290284073914,-2.4975802566450738,2.076271800320235,-1.9147348094993524,-0.5333933368259982,0,0,0,0,0,0
957,H30370,0,-2.202290284073914,-2.564981142250641,0.5200046388366611,-0.7811567003479657,-0.5019719744610606,0,0,0,0,0,0
958,M15817,2,-2.1522942504462925,-2.430179371039545,-0.8466098936489144,0.011344809589729025,-0.42341856854871657,0,0,0,0,0,0
959,L48138,1,-2.1022982168186433,-2.430179371039545,-0.7796736716496209,0.7637196607964014,-0.37628652500131016,0,0,0,0,0,0
960,L48139,1,-2.1022982168186433,-2.3627784854339784,-0.18840371065586167,-0.48020675986529676,-0.34486516263637257,0,0,0,0,0,0
961,L48140,1,-2.1022982168186433,-2.3627784854339784,-0.02664117415756904,-0.20935181343089515,-0.313443800271435,0,0,0,0,0,0
962,L48141,1,-2.1022982168186433,-2.3627784854339784,-0.25533993265515514,0.05147146832075141,-0.28202243790649734,0,0,0,0,0,0
963,M15822,2,-2.1022982168186433,-2.295377599828411,-0.3278541731543898,0.3223264147551537,-0.25060107554155975,0,0,0,0,0,0
964,L48143,1,-2.1022982168186433,-2.295377599828411,0.4586464353373088,-0.8413466884444997,-0.20346903199415334,0,0,0,0,0,0
965,L48144,1,-2.1522942504462925,-2.3627784854339784,1.1056965813304793,-1.383056581313304,-0.17204766962921575,0,0,0,0,0,0
966,L48145,1,-2.1022982168186433,-2.295377599828411,-0.1716696551560383,0.6533713492860893,-0.14062630726427813,0,0,0,0,0,0
967,M15826,2,-2.1022982168186433,-2.3627784854339784,0.5702068053361313,-0.7811567003479657,-0.10920494489934053,0,0,0,0,0,0
968,M15827,2,-2.052302183191022,-2.295377599828411,-0.03779721115745129,-0.13913016065160544,-0.062072901351934134,0,0,0,0,0,0
969,L48148,1,-2.052302183191022,-2.2279767142228826,0.04587306634166558,0.0915981270517738,-0.014940857804527726,0,0,0,0,0,0
970,L48149,1,-2.052302183191022,-2.295377599828411,-0.7071594311503863,0.10162979173452956,0.016480504560409875,0,0,0,0,0,0
971,L48150,1,-2.1022982168186433,-2.3627784854339784,0.1630114548404292,-0.49023842454805255,0.04790186692534748,0,0,0,0,0,0
972,L48151,1,-2.052302183191022,-2.295377599828411,0.10165325134107683,0.11166145641728534,0.07932322929028508,0,0,0,0,0,0
973,L48152,1,-2.1022982168186433,-2.295377599828411,0.5869408608359546,-0.48020675986529676,0.11074459165522269,0,0,0,0,0,0
974,L48153,1,-2.052302183191022,-2.295377599828411,0.782171508333894,-0.9617266646375675,0.1421659540201603,0,0,0,0,0,0
975,L48154,1,-2.0023061495633723,-2.295377599828411,-0.15493559965621492,-0.48020675986529676,0.1735873163850979,0,0,0,0,0,0
976,M15835,2,-2.0023061495633723,-2.295377599828411,0.4976925648368967,-0.31970012494120725,0.2050086787500355,0,0,0,0,0,0
977,M15836,2,-2.0023061495633723,-2.295377599828411,-0.8187198011492087,1.1348912540583593,0.2521407222974419,0,0,0,0,0,0
978,L48157,1,-2.0023061495633723,-2.2279767142228826,2.1097399113198816,-1.9047031448165967,0.2992727658448483,0,0,0,0,0,0
979,M15838,2,-1.9023140823081015,-2.160575828617316,-0.07126532215709803,0.23204143261035248,0.3306941282097859,0,0,0,0,0,0
980,L48159,1,-1.9023140823081015,-2.160575828617316,-0.8354538566490322,1.3355245477134718,0.3778261717571923,0,0,0,0,0,0
981,L48160,1,-1.9523101159357228,-2.2279767142228826,-0.7238934866502097,0.28219975602413067,0.4092475341221299,0,0,0,0,0,0
982,L48161,1,-1.9023140823081015,-2.160575828617316,0.648299064335307,-0.8915050118582778,0.44066889648706753,0,0,0,0,0,0
983,L48162,1,-1.9023140823081015,-2.0931749430117867,-0.12704550715650928,-0.08897183723782728,0.4720902588520051,0,0,0,0,0,0
984,L48163,1,-1.9023140823081015,-2.0931749430117867,-0.07126532215709803,-0.5103017539135641,0.5035116212169427,0,0,0,0,0,0
985,L48164,1,-1.852318048680452,-1.958373171800653,-0.6681133016507984,0.8640363076239577,0.5349329835818804,0,0,0,0,0,0
986,L48165,1,-1.8023220150528307,-1.8909722861951244,1.1670547848298316,-1.4733415634581044,0.5663543459468179,0,0,0,0,0,0
987,H30400,0,-1.8023220150528307,-1.958373171800653,0.5534727498363079,-0.7510617062996991,0.5977757083117555,0,0,0,0,0,0
988,M15847,2,-1.852318048680452,-1.958373171800653,-0.02664117415756904,-0.6206500654238761,0.6763291142240996,0,0,0,0,0,0
989,H30402,0,-1.852318048680452,-1.958373171800653,1.312083265828301,-1.4131515753615709,0.723461157771506,0,0,0,0,0,0
990,M15849,2,-1.9023140823081015,-2.02577405740622,3.236499648307989,-2.175558091250999,0.8020145636838499,0,0,0,0,0,0
991,L48170,1,-1.9023140823081015,-2.02577405740622,-0.696003394150504,0.8339413135756903,0.8491466072312563,0,0,0,0,0,0
992,M15851,2,-1.9523101159357228,-2.02577405740622,-0.08799937765692141,0.20194643856208588,0.880567969596194,0,0,0,0,0,0
993,L48172,1,-1.9523101159357228,-1.958373171800653,0.6259869903355426,-0.43004843645151863,0.9277000131436004,0,0,0,0,0,0
994,M15853,2,-1.9523101159357228,-1.958373171800653,-0.29996408065468416,-0.399953442403252,0.9591213755085379,0,0,0,0,0,0
995,M15854,2,-1.9023140823081015,-1.8909722861951244,-2.068195945136021,2.348722680671791,1.0062534190559445,0,0,0,0,0,0
996,L48175,1,-1.852318048680452,-1.8235714005895574,0.15185541784054696,-0.42001677176876356,1.0533854626033508,0,0,0,0,0,0
997,M15856,2,-1.852318048680452,-1.8909722861951244,-1.409989762142968,1.1148279246928485,1.0848068249682883,0,0,0,0,0,0
998,M15857,2,-1.852318048680452,-1.8909722861951244,-0.5175068021523881,0.5931813611895553,1.1319388685156948,0,0,0,0,0,0
999,M15858,2,-1.8023220150528307,-1.8909722861951244,2.968754760310815,-2.065209779740687,1.179070912063101,0,0,0,0,0,0
1000,L48179,1,-1.852318048680452,-1.958373171800653,0.11838730684090021,-0.6808400535204094,1.2262029556105076,0,0,0,0,0,0
1001,L48180,1,-1.852318048680452,-1.958373171800653,0.6427210458353659,-1.0419799820996123,1.2576243179754452,0,0,0,0,0,0
1002,L48181,1,-1.852318048680452,-1.958373171800653,0.6873451938348949,-0.7109350475686768,1.2890456803403827,0,0,0,0,0,0
1003,L48182,1,-1.852318048680452,-1.8909722861951244,0.598096897835837,-0.5002700892308083,1.3204670427053204,0,0,0,0,0,0
1004,L48183,1,-1.9023140823081015,-1.958373171800653,-0.5286628391522703,0.6734346786516008,1.351888405070258,0,0,0,0,0,0
1005,H30418,0,-1.852318048680452,-1.8909722861951244,-0.6402232091510928,0.20194643856208588,1.3833097674351955,0,0,0,0,0,0
1006,L48185,1,-1.9023140823081015,-1.8909722861951244,-0.87449998614862,1.205112906837649,1.4618631733475396,0,0,0,0,0,0
1007,L48186,1,-1.9023140823081015,-1.958373171800653,-0.7015814126504452,1.3455562123962277,1.4932845357124773,0,0,0,0,0,0
1008,M15867,2,-1.9023140823081015,-1.8909722861951244,0.5255826573366024,-0.8915050118582778,-1.6959837443286896,0,0,0,0,0,0
1009,L48188,1,-1.9023140823081015,-1.958373171800653,-0.5453968946520936,0.17185144451381926,-1.648851700781283,0,0,0,0,0,0
1010,M15869,2,-1.9023140823081015,-1.8909722861951244,-0.8577659306487967,0.4025797322171985,-1.6174303384163455,0,0,0,0,0,0
1011,M15870,2,-1.9023140823081015,-1.8909722861951244,0.0737631588413712,-0.5203334185963199,-1.570298294868939,0,0,0,0,0,0
1012,M15871,2,-1.9023140823081015,-1.8235714005895574,-0.4896167096526824,0.28219975602413067,-1.5231662513215327,0,0,0,0,0,0
1013,M15872,2,-1.9523101159357228,-1.958373171800653,-0.5900210426516227,-0.14916182533436123,-1.4760342077741262,0,0,0,0,0,0
1014,M15873,2,-1.9523101159357228,-1.8909722861951244,0.4474903983374266,-1.0319483174168569,-1.42890216422672,0,0,0,0,0,0
1015,L48194,1,-1.9023140823081015,-1.8909722861951244,-0.5230848206523292,0.18188310919657433,-1.3817701206793134,0,0,0,0,0,0
1016,L48195,1,-1.9023140823081015,-1.8909722861951244,-1.0195284671470892,0.3624530734861761,-1.3503487583143758,0,0,0,0,0,0
1017,M15876,2,-1.852318048680452,-1.8909722861951244,-1.225915151644911,2.8402742501268166,-1.3189273959494383,1,0,0,1,0,0
1018,L48197,1,-1.852318048680452,-1.8909722861951244,0.5478947313363668,-0.8413466884444997,-1.2717953524020318,0,0,0,0,0,0
1019,L48198,1,-1.852318048680452,-1.8909722861951244,-1.3820996696432624,1.8672027758995209,-1.2403739900370943,0,0,0,0,0,0
1020,L48199,1,-1.852318048680452,-1.8235714005895574,-0.785251690149562,1.2753345596169388,-1.2089526276721567,0,0,0,0,0,0
1021,L48200,1,-1.852318048680452,-1.8235714005895574,-0.9302801711480313,1.7769177937547203,-1.177531265307219,0,0,0,0,0,0
1022,M15881,2,-1.852318048680452,-1.8909722861951244,-0.472882654152859,0.252104761975864,-1.1461099029422814,0,0,0,0,0,0
1023,L48202,1,-1.9023140823081015,-1.8909722861951244,-0.13262352565645041,-0.34979511898947385,-1.0989778593948751,0,0,0,0,0,0
1024,L48203,1,-1.9023140823081015,-1.8235714005895574,1.9089312453220013,-1.5736582102856609,-1.0675564970299374,0,0,0,0,0,0
1025,L48204,1,-1.9023140823081015,-1.8235714005895574,0.9606681003320101,-1.0118849880513456,-1.0361351346649998,0,0,0,0,0,0
1026,L48205,1,-1.9023140823081015,-1.8235714005895574,-0.3557442656540954,-0.29963679557569567,-1.0047137723000623,0,0,0,0,0,0
1027,L48206,1,-1.8023220150528307,-1.7561705149840288,-0.1493575811562738,-0.31970012494120725,-0.9732924099351247,0,0,0,0,0,0
1028,M15887,2,-1.852318048680452,-1.7561705149840288,-1.1366668556458528,1.0546379365963146,-0.941871047570187,0,0,0,0,0,0
1029,L48208,1,-1.852318048680452,-1.7561705149840288,-0.37247832115391877,-0.008718519775782523,-0.8947390040227806,0,0,0,0,0,0
1030,M15889,2,-1.9023140823081015,-1.8235714005895574,-0.3445882286542132,-0.48020675986529676,-0.863317641657843,0,0,0,0,0,0
1031,L48210,1,-1.852318048680452,-1.7561705149840288,1.233991006829125,-1.16235995829268,-0.8161855981104366,0,0,0,0,0,0
1032,L48211,1,-1.8023220150528307,-1.6887696293784618,0.05702910334154783,-0.38992177772049624,-0.784764235745499,0,0,0,0,0,0
1033,L48212,1,-1.852318048680452,-1.7561705149840288,0.6092529348357192,-0.6005867360583647,-0.7533428733805614,0,0,0,0,0,0
1034,H30447,0,-1.8023220150528307,-1.6887696293784618,0.0960752328411357,-0.1993201487481394,-0.7219215110156237,0,0,0,0,0,0
1035,M15894,2,-1.852318048680452,-1.7561705149840288,2.3384386698174677,-2.0953047737889534,-0.6433681051032798,0,0,0,0,0,0
1036,L48215,1,-1.8023220150528307,-1.7561705149840288,-0.7573615976498564,0.8439729782584461,-0.5962360615558734,0,0,0,0,0,0
1037,M15896,2,-1.8023220150528307,-1.6887696293784618,0.8100616008335997,-0.8614100178100111,-0.5648146991909357,0,0,0,0,0,0
1038,H30451,0,-1.8023220150528307,-1.6887696293784618,0.3191959728387807,-0.49023842454805255,-0.5176826556435293,0,0,0,0,0,0
1039,L48218,1,-1.7023299477975316,-1.6213687437728947,-0.22744984015544953,0.11166145641728534,-0.4391292497311854,0,0,0,0,0,0
1040,L48219,1,-1.6523339141699105,-1.5539678581673662,-0.08242135915698029,-0.31970012494120725,-0.40770788736624775,0,0,0,0,0,0
1041,L48220,1,-1.6523339141699105,-1.5539678581673662,-0.20513776615568505,0.3925480675344427,-0.37628652500131016,0,0,0,0,0,0
1042,L48221,1,-1.7023299477975316,-1.6213687437728947,1.5073139133262403,-1.4934048928236157,-0.34486516263637257,0,0,0,0,0,0
1043,L48222,1,-1.7023299477975316,-1.6213687437728947,0.017982973841959956,-0.2595101368446733,-0.313443800271435,0,0,0,0,0,0
1044,L48223,1,-1.7523259814251813,-1.6213687437728947,-0.6011770796515049,0.5229597084102664,-0.28202243790649734,0,0,0,0,0,0
1045,L48224,1,-1.7523259814251813,-1.6213687437728947,-0.1493575811562738,0.3624530734861761,-0.25060107554155975,0,0,0,0,0,0
1046,H30459,0,-1.8023220150528307,-1.6887696293784618,-0.7573615976498564,1.2853662242996937,-0.21917971317662216,0,0,0,0,0,0
1047,L48226,1,-1.8023220150528307,-1.6887696293784618,-1.1589789296456174,0.7837829901619122,-0.14062630726427813,0,0,0,0,0,0
1048,M15907,2,-1.7023299477975316,-1.5539678581673662,-0.36132228415403655,1.265302894934183,-0.10920494489934053,0,0,0,0,0,0
1049,L48228,1,-1.7523259814251813,-1.6213687437728947,0.3805541763381331,-0.6507450594721428,-0.062072901351934134,0,0,0,0,0,0
1050,L48229,1,-1.7523259814251813,-1.6213687437728947,-0.690425375650563,0.42264306158271003,-0.03065153898699653,0,0,0,0,0,0
1051,L48230,1,-1.7023299477975316,-1.6213687437728947,0.7375473603343651,-1.1222332995616573,0.0007698233779410749,0,0,0,0,0,0
1052,L48231,1,-1.7023299477975316,-1.5539678581673662,0.0960752328411357,-0.22941514279640599,0.03219118574287868,0,0,0,0,0,0
1053,L48232,1,-1.6523339141699105,-1.5539678581673662,2.165520096319293,-1.6137848690166836,0.06361254810781627,0,0,0,0,0,0
1054,M15913,2,-1.6523339141699105,-1.5539678581673662,0.3247739913387218,-0.7911883650307214,0.09503391047275388,0,0,0,0,0,0
1055,H30468,0,-1.6023378805422608,-1.4865669725617991,0.49211454633695556,-0.9516949999548118,0.1421659540201603,0,0,0,0,0,0
1056,L48235,1,-1.6023378805422608,-1.4865669725617991,-0.3278541731543898,-0.05887684318956068,0.2207193599325043,0,0,0,0,0,0
1057,L48236,1,-1.6023378805422608,-1.4865669725617991,0.14627739934060582,-0.04884517850680491,0.2521407222974419,0,0,0,0,0,0
1058,L48237,1,-1.6023378805422608,-1.4865669725617991,0.19090154734013484,-0.35982678367222964,0.2835620846623795,0,0,0,0,0,0
1059,L48238,1,-1.6523339141699105,-1.4865669725617991,0.36939813933825083,-0.8714416824927665,0.3149834470273171,0,0,0,0,0,0
1060,M15919,2,-1.6523339141699105,-1.4191660869562706,1.8698851158224135,-1.8746081507683297,0.3464048093922547,0,0,0,0,0,0
1061,H30474,0,-1.6523339141699105,-1.4191660869562706,-0.6402232091510928,1.3856828711272502,0.3935368529396611,0,0,0,0,0,0
1062,L48241,1,-1.6523339141699105,-1.4191660869562706,-0.6625352831508573,1.014511277865292,0.4720902588520051,0,0,0,0,0,0
1063,L48242,1,-1.6023378805422608,-1.4191660869562706,-0.9302801711480313,0.9041629663549801,0.5035116212169427,0,0,0,0,0,0
1064,M15923,2,-1.6023378805422608,-1.4865669725617991,0.6985012308347772,-0.7209667122514325,0.5349329835818804,0,0,0,0,0,0
1065,M15924,2,-1.6023378805422608,-1.4191660869562706,-0.7238934866502097,0.4326747262654651,0.5820650271292868,0,0,0,0,0,0
1066,L48245,1,-1.6023378805422608,-1.4191660869562706,0.999714229831598,-1.4833732281408603,0.6291970706766932,0,0,0,0,0,0
1067,M15926,2,-1.5523418469146397,-1.4865669725617991,0.029139010841842207,0.03140813895523986,0.6606184330416307,0,0,0,0,0,0
1068,L48247,1,-1.5523418469146397,-1.4865669725617991,-0.4059464321535655,0.5731180318240445,0.7077504765890371,0,0,0,0,0,0
1069,L48248,1,-1.6023378805422608,-1.4865669725617991,-0.8075637641493265,0.7737513254791571,0.7391718389539748,0,0,0,0,0,0
1070,M15929,2,-1.5523418469146397,-1.4865669725617991,1.6802324868244152,-1.5435632162373938,0.7705932013189124,0,0,0,0,0,0
1071,M15930,2,-1.5523418469146397,-1.4865669725617991,-0.3445882286542132,-0.27957346621018414,0.8177252448663187,0,0,0,0,0,0
1072,L48251,1,-1.5523418469146397,-1.4865669725617991,-0.6346451906511517,0.9141946310377358,0.8648572884137251,0,0,0,0,0,0
1073,M15932,2,-1.50234581328699,-1.4191660869562706,-0.696003394150504,0.6232763552378227,0.8962786507786628,0,0,0,0,0,0
1074,L48253,1,-1.50234581328699,-1.4865669725617991,-0.696003394150504,0.7536879961136456,0.9434106943260692,0,0,0,0,0,0
1075,L48254,1,-1.50234581328699,-1.4191660869562706,0.3136179543388396,-0.8313150237617443,0.9748320566910068,0,0,0,0,0,0
1076,H30489,0,-1.5523418469146397,-1.4865669725617991,-1.0808866706464417,1.4559045239065398,1.0062534190559445,0,0,0,0,0,0
1077,L48256,1,-1.5523418469146397,-1.5539678581673662,0.6371430273354248,-0.40998510708600777,1.0848068249682883,0,0,0,0,0,0
